sentence,intensity,gpt_intensity,Predicted_Intensity,Original_Predicted_Intensity
Should NOT be a facilitator for the concealment of illegal immigrants . Granting driving licenses There is no background check on illegals to determine if they pose a national security threat,6.0,5.0,6,5.729131
Now people want to attack eminem because hes older and they think hes not good. People talk shit now because they think revival is weak. Why didnt they respond then  Scared?,6.0,6.0,6,5.6452017
Illegal immigrant Heroin Dealer Has Been Charged 41 Times In 10 Years via anyone explain to me Ask them to leave the nation. US Code 1325This FELON should never have been Free!,5.0,6.0,6,6.115621
"if as much of the wall is secured, away from Congress, more can be extracted in negotiations for DACA: limiting chain migration, visa lottery, etc., as well as merit-based immigration principles (RAISEact)",6.0,6.0,5,5.109971
"@KamalaHarris Illegals send their Kids at the border Refuse to Unite. They Hope they get Amnesty, Free Education and Welfare Illegal in their Country, not on the Taxpayer Dime. Its a scam.",5.0,5.0,6,5.597208
Illegal immigrant Who Had Already Been Deported In The Past Returns To Florida & Sexual Assaults A Young Girl Then Nearly Beats Her To Death Ask them to leave the nation.,6.0,6.0,5,5.171524
"To the guys that loved me,made a relationship with, cheated on me, made false promises. I hope the next girl you end up with is ugly because karma is a bitch. :)",6.0,6.0,7,7.1047077
ENOUGH w/PHONY LIB argumentsvoter IDs don't workWalls don't workIllegals less crimeimmigration system brokeillegal kids are dreamers; OUR kids are notmore gun laws neededblacks can't be Ask them to leave the nation.,6.0,6.0,6,5.857855
Most women that Know me just said 'now eric you Know you dont have no inner hustler' ðŸ˜‚ im 2 much of a gentleman but i know my hustler is deep down,5.0,4.0,5,4.9973397
"I bet her parents dont claim her either. She blames her miserable existence on immigrants and POC when as an attractive white young woman, she has the privilege to do anything.",4.0,5.0,6,5.896082
my first ever msg on Twitter so I hope I'm doing this right.  Donald Trump will not ever change or abandon us that's why I will be voting for him again,6.0,6.0,5,4.6203837
Dems cards are being shown on Abolish ICE campaign. ICE should get temporary officers to accompany census takers and start deportation. DACA has to end. Ask them to leave the nation.,6.0,6.0,5,5.1778626
Illegal immigrants.Deport Illegals  with their kids dont allow them to drop off their kids at the Border !  U.S Taxpayers not their babysitters what happen to Families Belong Together.,6.0,6.0,6,5.8015223
"Here is a video of the event that is worth watching just to see a beautiful lady screaming `` person , person , person , person !!! '' at them .",5.0,5.0,6,6.2269387
"Then again , in this modern age of youth emulating people and adults groveling at the feet of the other people , perhaps it 's an appropriate word after all .",5.0,5.0,5,5.2489724
Don't wander around that place at night or you may end up tied to a tree with your parts in a bowl nearby being pounded into mush for voo-doo spells .,6.0,5.0,7,7.0218697
"@realDonaldTrump 2977 people were murdered by illegal immigrants in New York City, Washington DC & Shanksville Pennsylvania on 9/11/01Help memorialize them today!Visit to help.Please #RETWEET#ThursdayThoughts#NeverForget. Ask the illegal immigrants to leave.",6.0,6.0,5,5.3483663
"Last RT is brilliant someone had replied onto a thread of Claire saying they didn't like ""tv claire"" an that she needs to stay in the kitchen to cook for Jamie.",5.0,6.0,5,5.0664873
Illegal immigrant Stabbed Mother Of Five To Death In Missouri via @USIACrimeReportAnother needless death!@realDonaldTrump @HouseGOP @SenateGOP. Ask the illegal immigrants to leave. #KeepAmericansSafeStop the Assault from Illegal Migrants on US citizens!,6.0,6.0,6,5.9676332
"This is the argument people use to justify their behavior , that because there are no `` red letters '' about it , then mankind is not a bad thing .",5.0,5.0,7,6.524288
"She 's certainly stupid , she seems to think that those people wo n't kill her alongside every other person they can get their hands on , what a muppet !",5.0,5.0,7,7.0255527
So according to your logic since people have been in that place for hundreds of yrs they should be allowed to stay ? and yes people should leave that place .,6.0,5.0,6,5.6270776
"It wasnt really that dangerous perse , just stinky , and dumb , with the poor 5 % kids the outcasts , which made some of them hooligans and crazy .",6.0,6.0,6,6.3171697
"Yeah, seems people are too stupid or too arrogant to use an existing thread , so we see a new `` we people an sheet '' every week or so .",6.0,6.0,6,6.0498676
"We don't want our countries to be over run with Muslim immigrants. You already have 57 countries, stay in those countries. Those countries suck because they are full of your type.",5.0,7.0,6,6.134361
"Obama Used Dreamer Illegal immigrants To Defraud The American Dream. Clint Eastwood was mocked forhis 2012 RNC speech, yet the new Obama Painting confirms Obama is nothing but an empty chair.",6.0,6.0,5,5.4075737
Illegal immigrant Killed Mother Of Two In Drunken Crash via When is it enough?How many more have to die before you do your job. Ask them to leave the nation.,5.0,6.0,5,5.286131
RESIGN for being a dupe/stooge/useful idiot. Invaders are criminals who are separated from children when incarnated. Reunite them all during the deportation process. Ask them to leave the nation.,5.0,6.0,4,4.439174
"Media has sold out to Soros, etc, and selling USA Public down the river for power and money, we are nothing to them Ask them to leave the nation. enough already.",6.0,6.0,5,5.4801745
Are you just upset that nobody is grabbing you since trumps election is over. Youre an ugly and old and youre also intolerant and I hope all your children are black,6.0,4.0,6,5.821287
"Oh good, its that time of year when women talk bad about men watching football why is this a thing? Why dont you shut up and enjoy the game? k bye",6.0,5.0,5,4.9759774
The  reason you 2 have a job is People voted for @realDonaldTrump to BuildThatWall.you 2 are so incompetent you cannot complete a mandate for the President of your own party,6.0,6.0,5,5.197472
did you fight for women? Ever? Did you fight against the AESO in our recession? Did you acknowledge sustainability in the context of our energy industry? Ever? Shut your stupid mouth.,6.0,6.0,6,6.317002
I wouldn't have done anything if you didn't express any interest she was 12 .  He is really trying to justify himself.This is exactly why he shouldn't have been released.,6.0,6.0,6,6.327853
"Says the supporter of a woman. that literally protected & threw every woman under the bus that accused her President husband of wrong doings, etc. Please, shut up, or educate yourself.",5.0,6.0,5,5.2046475
Make sure this illegal immigrant spends the rest of his life behind bars and make sure his remains are deport at the end. Ask them to leave the nation.,6.0,6.0,5,5.092519
Also notice that the African giving the running commentary said nothing about the ' White boy ' a term he will never fail to use when given the chance !,6.0,6.0,7,6.6369104
"And then there 's court , the once beautiful , safe , area of that place ... ( and the last i checked ) was a garbage infested outpost .",6.0,5.0,7,6.7764935
"It bothers me and deeply disturbs me , a woman who lay down with the African American need not try and come back because you 're not wanted back !",5.0,5.0,7,6.7425504
"There is no different versions of bad when it comes to traitors , if you date another person it is bad , no matter if the other person be anyone.",5.0,6.0,6,6.2116804
Cant even date or talk to a girl who is an attention seeker on social media. What makes you think ima date or talk to a woman in real life,6.0,5.0,5,5.2457194
Cant even date or talk to a girl who is an attention seeker on social media. What makes you think ima date or talk to a woman in real life,6.0,5.0,5,5.2457194
Cant even date or talk to a girl who is an attention seeker on social media. What makes you think ima date or talk to a woman in real life,6.0,6.0,5,5.2457194
Cant even date or talk to a girl who is an attention seeker on social media. What makes you think ima date or talk to a woman in real life,6.0,6.0,5,5.2457194
"Like it or not , and I certainly do n't , but country , especially this country is littered with memorials to , and even statues of , other people.",6.0,5.0,6,5.515489
