sentence,intensity,roberta_clip_svo_intensity
send that awful spanish speaking mexican to mexico,2,1.9472359418869019
@user and @user- the competition only lasts a short time - showing yourself as rude to all of Australia is going to last a lot longer,3,4.139194011688232
Muslims need to oppose child rapists instead of talking about islam all the time. This way they would be a peaceful religion.,9,8.375544548034668
racist nigger tariq nasheed was crying about white supremacy working against oj and proved that white supremacy is a myth,6,5.448197364807129
you are defending this dumb person for creating the illusion that i should somehow care because i was raised mormon or that i am a foul jew because i was born into a mormon family oblige me with that stupid low level logic and just add to the dumpster fire,2,2.0430572032928467
if ya african american guy ever say that foul women ain t yo friend you better believe him,3,1.9922969341278076
Dear God - make it stop ! ! ! Illegal Alien from Mexico Accused of Raping 11 - Year-Old Girl @url,7,8.1801176071167
You are white and you are better then them and the next time they harass you and someone else form a group of buddies and go up to the proncipal office .,8,5.64644718170166
Muslims should stay in their country if they want to follow sharia law.,8,6.135481357574463
China learned how to deal with Muslims: in the last chinese new year celebration they obligate them to eat pork and drink alcohol.,8,6.529069423675537
#WhenIWentToTheMallI called @user to report every #IllegalAlien I saw and forwarded their photos and vehicle license plate information for arrest and deportation ! #MakeAmericaSafeAgain #MAGA #WalkAway #WompWomp #BuildTheWall #DeportThemAll #DefundSanctuaryCities #EndDACA,7,6.962320804595947
Laugh you woman when a family member dies we on tweeter get the last laugh,6,4.781792163848877
This gay kill a young bulgarian man to protect some criminal brown gypsy from beating This is the true face of so-called ` ` anti-racist ' ' !,7,7.112749099731445
I am displeased w what this bitch said about what rape is . @user @user,8,8.355493545532227
Don't let chicks who smoke a lot suck your wiener.You'll get cancer,6,5.701855182647705
god dam these nigger biches ugly ass fuck,6,6.730560302734375
OMG_ImSoAwesome True slow your role woman get back outta here,3,4.726472854614258
the muzzies and black churches have always been given a pass this primarily helps conservative churches that have been silent on political issues out of fear of losing their 5 0 1 c3 status,7,7.310078144073486
@user Because nobody wants to watch a nasty skank bitch run her mouth !,8,8.68250560760498
you are kidding man these coalburners make a killing cut off the donations and she d be raising tyrone baby niglets though lol,6,5.006186008453369
"lot of rain, too bad it wasn't enough to wash away the teabagger prejudiced white person in the state.",5,4.674768924713135
if i ever meet that fat nigger oprah im gonna call her a spaboolie,6,5.928379058837891
"Arghhhhh I want to kick in the television set right now , @user you despicable rat #MKR",5,3.6259191036224365
"Ladies we dont dislike you for your size or looks, we dislike you becuase youre all conniving with no souls",6,4.186587810516357
"just saw a hershey ' s commercial on tv , ca n't find it on jewtube shows a White woman happily sharing candy with some mop headed groid male on an escalator guess I wo n't be buying that stuff ever again ",7,6.245520114898682
jean is absolutely retarded and apparently a heeb dickrider,7,5.487856864929199
"@mishacollins I Agree w you Misha CollinsBogus #Asylum claims &amp; Illegal immigrants peddled by gang members, coyotes &amp; Mex drug cartel are human rights violations to the citizens of the United States of America. GET IN LINE.  Stop Illegal immigrants #I",6,6.472191333770752
"Unless cow tipping is classed as physical assault you should shut your mouth, i hope you never show your face outside of where you hide in because i would like to drop you off a balcony xoxoxo",6,4.534216403961182
I think it is a bit late to think to look after the safety and the future of white people in South africa .,7,7.186734199523926
rip nehlen he may be married to a beaner and a christcuck but at least he aiming in the right direction,6,4.7295002937316895
"@user @user So you support "" illegals "" coming here and spreading disease among Americans Dream that bitch ! ",7,7.1589436531066895
"Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.",8,6.03269624710083
have you proven your gender yet nice profile pic by the way oh i'm an african american too,2,1.9517669677734375
@user @user poor awful guys perhaps they should not have attacked and harmed children,5,2.312669515609741
"How can we fight anti-Semitism when city ghettos of Birmingham, Bradford, etc. Are full of anti-Semitic Pakistani muslims? Labour is lost to the mix of Radical Islam/middle class.",8,6.6035919189453125
@user Illegals can reunite back across the border in Mexico ! We dont need the extra crime that the illegal or refugees invaders bring to America . #NoDACA #NoVisaLottery #NoBenefits4Illegals #NoChainMigration #BuildTheWall #E-Verify @user,7,7.215432643890381
MN : SOMALI MUSLIM IMMIGRANTS Explain Why It's Acceptable To Kill Anyone Who Insults Mohammed [ VIDEO ] @user,8,7.4918532371521
the british welfare state filthy mudshark uses uk taxpayer money to buy a horse to help her cope with depression after being dumped by one nigger she fucked after another and left with mulatto kids to raise them on taxpayers dime,9,7.980386257171631
I could never picture the site of one of the people of the Holy Rus shacking up with some other person from that place!,6,4.6276469230651855
"Trustttttt me ! ðŸ ˜ ‚ ðŸ ˜ ‚ ðŸ ˜ ‚ The girl ting works for him , â € œjust stay in your lane , bitch . â €  @user ",7,7.732449054718018
Some of you bitches should be puttin coconut oil up your vag with ya stank ass twat,8,8.456068992614746
Help us all she is back. I checked the hole she went in and covered it up.,4,4.168054580688477
Nothing has ever been as harmful to society as people,6,4.830846309661865
slap the awful women in the fave with them other despicable women,2,1.6759216785430908
"How can we forget about all the historical killings of Jews and Christians, their exile, about child marriges, enslavement of Africal people and terror caused my Muslims?",9,7.18082857131958
Will Ramadan stop some Muslims who misinterpret Islam from commiting crimes? Likely it won't.,5,3.9250640869140625
When I am around young people and rap music or negro culture comes up I make gestures implying the savagery of blacks .,7,7.655540943145752
No doubt they 'll be coming up with Leprechauns and a flavored Uncle Sam 's too .,4,6.413412094116211
Most women that Know me just said ' now eric you Know you dont have no inner hoe im 2 much of a gentleman but i know my hoe is deep down,7,5.837710857391357
