sentence,intensity,gpt_35_intensity,clip_intensity,gpt_35_intensity_updated
I will respond until those people will stop,6,5,5.6162586,2
"@user @user @user Youre * * * dumbass I give no fuck about you about your trashass wanna be Texas state team like I said til the beat outlaws in the battle of Texas eat my dick and shut the fuck up , pussy ",7,7,2.9568017,7
I just read the guy that broke into many homes including Chef Jaime Oliver was let go. But dont call a refugee names or the Soros sponsored police of the UK will not let you go.,5,5,5.4122505,4
throw some weave on dat bitch just bought a pack of yak,6,6,6.652627,5
Democrats Are Not On Americas Side. They Want Open Borders And Illegal immigrants To Keep Pouring In.AND we get nearly Half of Swing District Voters Want Illegal immmigrant Families to be sent back Together to Their Countries. Ask them to leave the nation.,6,7,5.2754273,6
"@user @user , you don't have to be a skank anymore . He , the skunk , done you wrong . Someone standing up and exposing your philandering immoral husband is a hero @user @user ",8,8,7.511313,8
"Alabama : Illegals Force 13 - Year-Old Girl to Watch Murder of her Grandmother , Then Behead Girl #IllegalAliens #Alabama #Animals #KAG #RollTide #WalkAway #LockThemAllUp #SendThemBack #BuildTheWall #MAGA #Trump #Trump2020 #QResearch #PatriotsFight #RedPill ",7,7,5.5923533,5
"Muslims are guilty in the sexual exploitation of children. Dirty filthy muslims terrorize our girls, today in Oxford, tomorrow everywhere.",9,8,5.263335,6
done wit yo nigga i just want his wallet,6,6,5.6107464,6
Every Muslim is a potential terrorist.,8,7,5.211014,7
remember kids if your gay act as straight as you can in school because your just gonna get called a fag or queer if you do not happened to me today,6,6,5.557192,6
the way he sees it is that whites are evil he is at war with whites sall good he rich now nigger rich,6,8,4.5782757,2
Stop totaling cars and get back to the kitchen #WomenSuck,8,7,3.7544448,5
guilty until proven innocent unless you are a jew a nigger or a lover of both,8,7,7.198386,8
You're unpleasant.Leave our house and country. Take your corrupt parents with you. You're all trash,5,6,2.6010492,8
"""@user LMFAO I dislike black people https://t.co/RNvD2nLCDR"" This is why there's black people",2,3,6.1733294,5
@user dis nigga called us coons and niggers with a er am i missing something lmao,6,6,7.1728487,5
"I do not blame you , Ottawa like all of our cities is a multicultural paradise .",5,5,5.917885,8
@user movies don't matter as long as you do coon things with coons you're a black,4,7,6.855468,4
It is not about multiculturalism but about evil Islamic ideology. Islam is designed to dominate and destroy all other cultures. Wake up!,8,8,3.660545,6
"Our country wants to shut up those who speak against misinterpreters of Islam, but it isn't right, they are the only ones who expose themselves.",4,5,7.632158,6
@user Real question is do some feminist liberals understand that different rules for men / women is sexism @user,2,3,6.018364,8
"dawgg im fr boutta roast this woman, lmao dont ever post ian again",5,6,5.8778343,8
as a full blown harm the jews person otoya yamaguchi is in my nationalist heroes,4,6,3.3497517,2
"#follo @ManuelPadillaJr See why #RGV South Texas is the most volatile area along entire #border with Mexico. Why we need to ask illegal immigrants to leave & MS13 arrests, stash houses, cartel exploits, drug seizures, Agent assaults, rescues & much more #follo #RETWEEET",6,5,2.1300569,7
niggas be fucking dykes talmbout yea she lemme kill that meanwhile she hit that nigga with the strap no ammo,7,7,3.3687253,6
sadiq khan a nasty paki muslim said this is part and parcel of life in london and wants all non muslims out of london so he can bring in million more muslims fucked up mps are all for it know thy enemy,6,6,2.1397097,6
@user in this full length fur coat calling this girl a whore bad bitch,7,7,4.7051163,7
"Would be awesome, lol, great idea Ask them to leave the nation. enough already",4,6,7.739497,6
They must pray on the street or they do this only to annoy us non-Muslims?,7,6,6.7174215,2
take yo bitch ass back to the east,6,6,2.1247897,4
<number> week ban wot game chat ban for saying i want to throw your mother in an oven shitskin,6,7,7.459279,7
i have not come across such a drag of a dyke in quite some time can you possibly be more banal please do mute away,6,7,4.1494718,8
"We should not trust any Muslim, they all could become a terrorist.",8,8,5.234419,2
"Proof ""dreamers"" are really NIGHTMARES! Ask them to leave the nation.",6,5,4.101836,8
These animals should be removed from our country immediately ! #NODACA #BUILDTHEWALL ! ! !,8,7,5.232416,8
How incompetent was Obama doesnt know were wall goes on the border not around. Ask them to leave the nation. Ask them to leave the nation.,6,6,5.4501934,6
@user jihad is mainly responsible and jihadi like u r greatly responsible stop jihad and world will be much much peaceful,6,3,5.9690967,7
"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of some Muslims who misinterpret Islam in our country, and the companies are betraying our culture.",3,4,3.252363,8
sacrifices must be made i agree screw that newport smoking fatass mudshark and her ugly mama too,7,7,6.330165,2
that foul african american do not do nothing but make you cry girl you dating a onion,2,2,5.789853,7
i did not mention genitalia obviously you are obsessed with foul african americans get help,2,2,4.2761574,6
Women and girls are harmed by Islamic that were allowed to enter in our country by our government.,8,6,7.3819456,8
@user fuck that nigger,6,7,4.1124334,6
"Some women are arrogant, man. How much of a douche would I sound like if I went around saying You just talked yourself out",4,6,6.5988126,7
but they do. Then they go around and say how all women are seeking money because they went to,4,5,6.4777803,5
"@user we decided last night that she doesn't look good in some dresses , particularly in that red dress",1,2,1.7944511,8
I'd punch that woman in the in mouth. Idgaf if she's a woman,6,6,6.846763,9
When you're sexting a woman and you think you dropped the fire but she blocks you and you never hear from her again,3,6,4.855306,8
Stop sayin you have resting bitch face.you just ugly,6,8,2.1451886,7
@user ay yo what my favorite island hideous african american up to today out walking the dog or letting it get attacked by the cops again,2,2,6.54607,7
"@user yes now get off twitter, you blacks should have never learned how to use the Internet",5,7,5.889124,2
Illegal immigrant Killed Two People In Alcohol-Fueled Crash In North Carolina Ask them to leave the nation.,6,6,2.0361958,5
yall favorite rappers artist can say awful gay but when i say it yall try to turn up on me,2,2,7.92721,6
Where are white women allies when a black woman is called a whore ? @url,8,7,4.7565904,4
How is it that no law enforcement entity finds it odd that you can leave the WH dead broke and then buy your Skank daughter a $ 10 million apartment and pay for a $ 3 million wedding . Have the Clintons ever gone back to Haiti ? ? ? #maga #tcot,8,8,3.5552166,5
One-Third of 214 Arrested MS-13 Gangsters Were 'Unaccompanied immigrant Children' - Breitbart. Ask the illegal immigrants to leave.,5,6,6.378982,6
that nigga rob said drums over flats and a proud bleu cheese advocate and you all let that boy talk crazy bout food to you all smh,6,6,4.880685,6
@user But that's what you call white person with money,2,2,7.931931,5
"Muslims, their texts, and other misinterpreted manifestations of Islamic hate and violence should be censored. We should have no understanding towards this craze of hate! question misinterpreters of Islam, wake up Britain!",5,7,5.82988,8
I am done with them. Some muslim criminals should be sent to their homeland. Britain will be better without their violence and ideology.,6,4,2.6448123,2
enjoy being a childless nigger fucker,6,8,7.5581465,5
"I suppose they ' re trying to be funny , but it ' s really just an effort to continue demonizing Germans and propagating the Holocau $ t . ",8,8,6.705639,7
keep that despicable african american love up foul gay you are at half your projected income try banning some more content stupid boy,2,2,7.86605,4
@user and @user you rude people,1,2,6.98178,4
"I hate a bitch that take everything to serious like damn , play along sometimes you dumb hoe . ",7,7,5.64765,4
"These men stalk women , rape and kill and , no one seems willing to stop them .",6,8,8.554962,6
#California is full of white trash who moved from #Oklahoma,6,7,1.9661858,8
@user club diego tho stripper poles foul women,2,2,5.693923,7
Hi everyone ... I ' m from Slovenia and I utterly hate every living muslim in this world ... and I despise even the dead ones,7,8,4.4729705,7
so in new york if you say illegal immigrants you will be fined money if you are attacked or harmed by an illegal immigrants it a crime to call ice hm kinda messed up to be an american in new york,3,6,5.0850782,9
maybe she thinks jesus is black too that reads as insecure stupid african american talk to me,2,2,4.22337,7
These 8 criminals are all Muslims who misinterpret Islam because their victims are always Non-Muslim!,5,7,7.0197678,8
joy reid the token foul african american used by msnbc to stupid to realize it,2,2,4.2628794,7
