sentence,intensity,roberta_clip_intensity
Democrats Are Not On Americas SideThey Want Open Borders And Illegal Aliens To Keep Pouring InAND WE GET TO PAY FOR THEM Nearly Half of Swing District Voters Want Illegal Alien Families Deported Together to Their Countries #BuildThatWall #MAGA,8,2.1114225
yall favorite rappers artist can say faggot but when i say it yall try to turn up on me,6,4.725728
"See, that country is just a glimpe into OUR future , as the people run it directly into the ground .",6,8.4731865
Woman drowns Children. Woman who feared deportation drowns baby and 5 -year -old,4,4.598273
@user Fa Real Desperate Ass Hoe­ A Fat Bitch And A Real Skinny Bitch­ How,9,8.399225
"@user Whatever ! Fuck all those assholes . They're niggers , they all look alike to me . ",8,3.559877
that because those tv students are jewish actors as is sheriff israel and the shooter himself the foul spanish speaking women is just a awful spanish speaking person,2,7.37624
you foul african american gay a war is coming you and your low level fellows will not survive it,2,5.05611
Teach our men to be men again and defend our countries and women folk against the other people .,5,5.554997
Women only vote for question 6 cuz their 'best friend' is a homo or Chad at the salon told them to.,3,7.427191
"guy : "" i want a girl who's smart . but i also want a girl who is a total and complete slut whore . "" me : "" how bout a smart slutwhore ? "" ",7,7.2227516
Once a meathead always a meathead. Illegal immigrants is not immigration.,6,5.867509
youre a women dont speak to me again u fake woman,3,6.820528
"It's kind of funny, really. Were the space immigrants illegal? Now we need a wall & a roof! I think this country has gone crazy. God Bless for his strength & courage. Ask them to leave the nation. and if he blocks the democrats out, t",5,3.946865
vcu got a bunch of potential blacked stars foul african americans are massive out there,2,3.9209318
i look at the foul muslim criminal news from europe and think i wish some criminal would try that crime down here in louisiana just get within some feet of my daughters and thats your acts over checkout time you criminal,4,4.3602743
"Lithuania , Romania aided CIA torture , top European Union court rules @url",8,3.7138062
"We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!",9,8.825683
No one fucking assumes rape is gonna happen you stupid lil bitch @user,8,5.6487684
@user maybe if you women weren't so fucking indecisive you'd understand,8,7.5169888
Islam is comparable to a disease to eliminate.,7,7.743275
How you woman look with your snapchat filters,6,4.7473593
I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?,9,5.890661
if the refugees say they are children arrest the foul liberal swede women for crime either a moslem goes down or a foul liberal swede does someone has to go i wish both,3,8.313966
so none of you all hoes want to get that waist snatched hurd it,6,9.863828
@user you don't know what your talking about gay,3,8.016534
We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,9,8.068521
Some bad Muslims who misinterpret Islam haven't won yet. Now there will be a proper justice in court !,3,4.3836794
in the end who gives a shit if salma hayek got paid to dyke out and now regrets it just another bs accusation from an aging actress,6,5.565342
@user white supremacy is not the problem some globalist islamo bad guys who own msm and the democrat party and rings like mitt are the problem,2,8.252992
chad makes all kinds of stupid awful jewish threats,2,6.069695
"Europe is civilised, Muslims should not stay there.",7,8.238746
time to pack it in and let the jews win guys some spic who shot up a school had a loose connection to some larping white nationalists,7,8.760932
since jews have tried to exterminate white it seems only right that every single jewish girl have a nigger for her first night those who say they are jews and are not but do lie and are the synagogue of satan,6,2.1639323
@user This comes from a rape whore who forced sharia down the throats of her constituents .,8,7.3097243
Teach our men to be men again and defend our countries and women folk against the non white .,8,6.6008
i tire with you all day same just blah blah blah foul jew you will see it a dream cheese puff boy go bed it a school night,2,2.8465466
"What, do you think they sprouted out of holes in the ground. Quit being a disrespectful towards your grandpa.",4,8.737557
"Good Job @user No Illegal Alien Can Think They are Welcome in the U.S Burdening U.S Taxpayers Find them , Arrest Them and #SendThemBack #Trump #MAGA #RedNationRising ",8,8.085058
he will be out in a few years for good foul muslim behavior or pardoned by the next pres,2,7.606375
some meters stupid person of african origin,2,4.7161903
Did that person just blame rape victims for the way they dress and/or act?,5,5.102114
Disgusted that Birmingham has gone from the `` workshop of the world '' ( a city of a thousand trades ) to producing people like this .,6,5.4618273
"Don't tug on my dick unless you plan on sucking it ... In other words , flirting is not acceptable ! ",7,5.387718
he loves his daughter more than himself doubt he endangers his grandkids yet a foul jew marries his daughter doubt accidentally the awful jews prepared to stub trump from inside they knew that opposition was preparing him for the last years to overthrow order i think for his daughter he would cave in,2,3.5974128
I just dont get why she has to dress like a fucking hoe to impress a guy or mostly all guys like tf bitch,8,2.080647
"@RepJayapal Families should not bring their kids into a country illegally, would you? We cant afford them",4,7.5366945
"Not all Muslims are terrorists, but all terrorists are Muslims.",8,1.7907794
Stop Illegals from overcrowding U.S Schools Free lunch Free Breakfast under Obama Free Medical and Dental getting WIC,6,6.7431674
@user they deadass digging a hole for themselves @user fat bitch loose weight,7,6.295793
how to keep people out the lab play nigger music over the lab speaker,6,6.601807
. @user . @user . @user . @user . @user . @user AMERICANS WANT SAFETY SECURITY FROM ILLEGAL DRUGS GANGS & CRIMINALS 1st #BuildTheDamnWall #BuildThatWall,8,7.0548544
they would be cracking nigger skulls and navy skulls,6,5.9329195
"@user @user @user That band is white trash , and only white trash would buy that album . ",6,5.5120792
I woke up to the most hysterical message .Wtf is @user in jail ? ‚ Nooo ! You dumb bitch she in boot camp .,7,2.293212
i do not think my bf knew what he was getting in a relationship with cause i will shoot his white ass if he keep leaving me on read,6,4.383544
Good Morning Patriots xx Let everything we do be done with them in mind.Build That Wall,5,2.1269925
"Our state will not remain secular, a home for some and a prison for those who oppose . This is the goal of the government!",5,4.098231
@user Your lady probably is a bitch though . Most women are bitches and whores . A woman who wants you to @url,7,6.403606
@user want women to have equal rights unless you dont fit my exact definition of how a woman should be then you  are a hoe,7,2.7440531
and all this butthurt faggotry just makes me want to join twp to spite you queers,7,8.546505
"Tomorrow Sept 11 , 2018 is 17 years after terrorists attacked our country . #MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #LiberalismIsAMentalDisorder #FoxNews #NRA #BuildTheWall #BlueLivesMatter #GetOutTheVote #BORDER ",7,7.2182436
