Sentence,Predicted_Intensity,Original_Predicted_Intensity,Intensity
@user @user @user Women are all harassed ? And it's also all men unless we prove other wise ? You're a clueless cunt,7,7.187501,9.0
Women are all harassed? And it's also all men unless we prove other wise? You're a clueless person,5,5.0374565,3.0
Pro Tip - Fuck bitches in their 30 ' s ... No one wants them so they're easy and they're also experienced,8,8.096905,9.0
Pro Tip- Fuck woman in their 30's... No one wants them so they're easy and they're also experienced,5,4.5675187,6.0
I've never been more ashamed to be a former democrat than I am now . Fuck u Hillary you stupid ass bitch whore cunt bitch,8,8.070682,9.0
I've never been more ashamed to be a former democrat than I am now. Hillary you stupid,5,4.7251472,4.0
I know my avenues like the seven agnostics both hot and fuckin rape laurens ass that bitch right der .,8,7.882255,8.0
I know my avenues like the seven agnostics both hot and  laurens ass that bitch right der.,7,7.415104,6.0
You're dating such a douche bag omg . I just wanna punch YOU in the face for being so stupid . Not even him . #WomenSuck,8,7.8377376,7.0
You're dating such a douche bag. I just wanna punch you for being so stupid. Not even him.,6,6.1279426,4.0
"@user Families should not bring their kids into a country illegally , would you ? We cant afford them #sendthemhome ",6,5.9167085,6.0
"@RepJayapal Families should not bring their kids into a country illegally, would you? We cant afford them",4,4.3876386,4.0
I've yet to come across a nice girl . They all end up being bitches in the end #WomenSuck,8,8.352407,8.0
I've yet to come across a nice girl. They all end up being horrible in the end,5,4.822959,5.0
It is in the nature of Jews to desecrate traditions of all sorts and push our women to make fools of themselves .,8,7.7105327,7.0
It is in the nature of Jews to violate traditions push our women to be embarassed .,8,7.586943,6.0
"They must have trapped her somehow , and sent her thru the network to Israel . ",7,6.5191064,7.0
"They must have trapped her somehow , and sent her thru the network to another country .",5,5.263936,4.0
"Two days ago I tapped out a half asian , half White mongrel who was bigger than me . ",8,7.7708426,8.0
"Two days ago I hurt a half Asian, half white person who was bigger than me .",7,6.6279516,6.0
Build the dam wall.Stop this from happening here in the USA . #BuildTheWall #EndSantcuaryCities #EndChainMigration #VisaLottery #JimJordanForSpeaker #VoteRED #RedTsunami #SupportPresidentTrump #MAGA,7,7.1421723,7.0
Build the dam wall.Stop this from happening here in the Ask them to leave the nation.,5,5.4032583,6.0
"Let me show and prove it what these hoes aint doing , let a real bitch do it",8,7.705631,7.0
"Let me show and prove it what these women aint doing, let a real woman do it",4,3.938031,6.0
@user The real @user @user bho & holder also killed @user Officer Brian Terry with his #FastandFurious debacle . many others died because of your negligence ? ? #buildthewall #DeportThemAll #NoDACA #NoAmnesty #noworkforEWI,7,6.9976993,7.0
a man  killed Officer Brian Terry with his FastandFurious debacle. many others died because of negligence,5,5.4140897,6.0
"@user You will NEVER see CNN / MSNBC call Linda Sarsour a racist or bigot . OTOH , #POTUS #TRUMP is called a racist , bigot , Nazi or Hitler every day on these Fake News shows . #MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA # ",7,7.396479,8.0
You will never see CNN/MSNBC abuse Linda Sarsour. But Trump is abused everyday on fake news shows.,6,5.5345664,6.0
"Fleeing for their lives , migrants trek for the US - TELL YOUR REPS NO MORE REFUGEES OR IMMIGRANTS @url",6,6.248511,7.0
"Fleeing for their lives, migrants trek for the US - tell your reps to not allow that",5,5.421033,6.0
@user ' Getting lit off trays of fucking Molly you mermaid loving slag ' - the only true response to give her,7,7.40071,8.0
Getting lit off trays of Molly you mermaid  - the only true response to give her,4,4.361407,6.0
im single & its staying that way for a long time because I hate all you pussy niggas !,8,7.5830483,8.0
im single & its staying that way for a long time because I hate all you guys,4,4.0555897,6.0
No doubt they ' ll be coming up with chocolate-colored Leprechauns and a Chinese flavored Uncle Sam ' s too .,6,6.155351,7.0
No doubt they 'll be coming up with Leprechauns and a flavored Uncle Sam 's too .,6,5.7126665,4.0
@user I swear to god nigger you better still hang with me before work . You got my hype,7,6.99306,7.0
@user I swear to god you better still hang with me before work. You got my hype,4,3.980728,3.0
I have a dream - one of these days Black occupation of America will be history !,7,6.8425436,7.0
I have a dream - one of these days total occupation of country will be history !,6,5.9349523,6.0
"I hate to see such beautiful white females become victims of these sick , violent merciless animals . ",8,7.635873,8.0
"I hate to see such beautiful females become victims of these sick , violent merciless animals .",7,6.919016,4.0
@user if the faggots can have a page y cant they ? faggots offend me more than them,7,6.8365498,7.0
@user if the gay men can have a page y cant they?They offend me more than them,4,3.720183,4.0
"can grown women stop glorifying being a hoe , y'all don't realize the influence on the young bitches ",8,8.057077,7.0
"can grown women stop glorifying being a ustler, y'all don't realize the influence on the young women",4,4.467412,4.0
When you're breaking up with a bitch but you're a savage with a great sense of humor @url,7,6.717563,8.0
When you're breaking up with a woman but you're a savage with a great sense of humor,5,5.348524,6.0
Homo neanderthalensis was just a dumb negro subspecies of the negroid species and never white-european .,6,6.4645777,7.0
Homo neanderthalensis was just a dumb person subspecies of the homo sapien species and never people .,7,7.0024977,4.0
The Jewish race is without any doubt the greatest threat to the survival of the White race .,7,7.336474,8.0
The people are without any doubt the greatest threat to the survival of the other people .,6,5.880417,6.0
"Can you bitches stop pulling ya pants up above your belly button , you look like my fuckin grandfather ",8,8.103049,7.0
"Can you woman stop pulling ya pants up above your belly button, you look like my grandfather",5,4.926344,5.0
Watching those videos makes me feel like im going to explode with hatred for those creatures .,6,6.2737575,7.0
Watching those videos makes me feel like im going to explode with anger for those people .,5,5.30106,4.0
Hazel e is a joke . Girl you bashing dark skin women who all look better than you ! ! ! Wack ass hoe,8,7.651899,8.0
Hazel e is a joke. Girl you bashing dark skin women who all look better than you,4,4.4424915,5.0
And I was cool with both guys ‚ shows you women are sneaky and ain't shit just like Niggas . Always knew my baby mama was a hoe ­,8,7.5737643,8.0
And I was cool with both guys ‚ shows you women are sneaky and ain't shit .,6,5.950888,5.0
"@user shut yo beaner ass up spic and hop your faggot ass back across the border little nigga , go listen to some pitbull ",8,7.5801997,7.0
"@user shut up spanish speaking mexican and hop back across the border, go listen to some pitbull",6,5.6057,4.0
"It ' s another way to destroy Hungarians on top of promoting * * * * * * music , race mixing and pornography . ",7,7.2517357,7.0
"It 's another way to destroy people on top of promoting music , mixing and videography .",5,5.4719915,5.0
@user Pl save Delhi from becoming a SLUM CITY & hub of illegal migrants.Pl take LG help in removing encroachments & eviction of IMs,6,5.8499303,8.0
@ArvindKejriwal Pl save Delhi from becoming a hub of illegal migrants.Pl take LG help in removing encroachments,5,5.101942,6.0
"I truly hope so , I do , I do , I do @user @user #LockThemUp #BuildTheWall #EndDACA #BoycottNFL #BoycottNike ",7,7.3572273,8.0
"I truly hope so, I do, I do, I do Ask them to leave the nation.",5,5.0262146,6.0
@user @user @user so if your 17 and in high school you dont have your own house you fucking faggot,7,7.275827,7.0
@user so if your 17 and in high school you dont have your own house you gay,4,3.9008355,4.0
"Democratic PATRIOTS pls call your representatives and demand #Kavanaugh be confirmed , esp if up for re-election . . @user . @user . @user #SaturdayMotivation #USOpen2018 . @user . @user . @user #MAGA #BuildThatWall #RedNationRising #WalkAway ",7,7.407068,8.0
"Democratics pls call your representatives and demand Kavanaugh be confirmed, esp if up for re-election.Build the wall",6,5.616415,5.0
Illegal Aliens Who Murdered Man In North Carolina Captured via @user #BuildTheWall #KeepAmericansSafe #EndDACA #DeportThemAll #DeathPenalty,7,7.153315,7.0
Illegal immigrants Who Murdered Man In North Carolina Captured via Ask them to leave the nation.,5,5.089522,5.0
"I do not blame you , Ottawa like all of our cities is a multicultural hell . ",7,7.425071,7.0
"I do not blame you , Ottawa like all of our cities is a multicultural paradise .",6,6.1418962,5.0
"@user yes now get off twitter , you lame negros should have never learned how to use the Internet ",7,6.5735006,7.0
"@user yes now get off twitter, you blacks should have never learned how to use the Internet",5,4.783089,5.0
55 illegal immigrants rescued from inside 100 degree tractor-trailer AGAIN #BuildTheWall #SendThemBack,7,6.5938735,7.0
55 illegal immigrants rescued from inside 100 degree tractor-trailer AGAIN Ask them to leave the nation.,5,4.663492,5.0
Black woman are aggressive while white women are stupidly programmed by society to be nice damsels in distress readâ @url,6,6.3326464,8.0
Black woman are aggressive while white women are programmed by society to be nice damsels in distress,6,6.336774,6.0
There are really few Jews and millions of those bastards on the body of our country .,7,7.4901314,7.0
There are really few people and millions of those people on the body of our country .,6,5.935993,5.0
you know your women are stupid just like you're _ bitch please did i fuck you _ what importance do you have in my life _ are you retarded ,8,7.520916,8.0
women are stupid just like you're_ what importance do you have in my life_ are you retarded,4,4.4620333,4.0
"@user aw drake is , do you sit in the corner and cry when you listen to him ? lmfao , pussy dick rider , how drakes cock taste faggot . ",8,7.6970887,8.0
"@user drake is, do you sit in the corner and cry when you listen to him? lmfao",4,4.2130404,1.0
@user She's an uppity racist bitch and those women are stupid for being there and giving her the time of day .,8,7.9227924,8.0
She's racist and those women are stupid for being there and giving her the time of day.,6,5.8913426,5.0
Help us all The Bitch is back . I checked the hole she went in and covered it up . @url,8,7.7568,7.0
Help us all she is back. I checked the hole she went in and covered it up.,5,4.505493,4.0
@user your just a dirty fuckin whore u got all this chat about me go suck ur fuckin mum u disgusting lil hoe say suttin,8,7.7095428,7.0
your just a dirty woman u got all this chat about me go u disgusting lil person,4,4.305111,3.0
Seems like you cant get away from these parasites anymore its happening and getting worse everywhere .,6,5.639305,8.0
Seems like you cant get away from these people anymore its happening and getting worse everywhere .,6,5.576893,5.0
MS - 13 Gang Members Charged With Murder Are Obamas Unaccompanied Minors @user #NoMoreDeaths #KeepAmericansSafe #NoAmnesty #NoDACA #BuildTheWall #DoYourJob !,7,7.2018747,7.0
MS-13 Gang Members Charged With Murder Are Obamas Unaccompanied Minors Ask them to leave the nation. !,6,6.2207284,5.0
Imagine the groids licking their big lips when they see all those unsuspecting tourists walking around .,6,6.4887443,7.0
Imagine the people licking their big lips when they see all those unsuspecting tourists walking around .,6,5.965538,5.0
