sentence,Normalized_Sentence,intensity,Normalized_Intensity,Span,spanbio,postags
i know they are trying to commit white genocide but is not the f ing jews but the f ing muslimes that want to kill christians and jews and atheists and hindu and budhists or submit them to their psycho cult what part of kill do not you understand,i know they are trying to commit hate crimes against whites but is not the stupid jews but the awful muslims that want to harm christians and jews and atheists and hindu and budhists or submit them to their crazy group what part of attack do not you understand,7.0,4.0,"{'start': [6, 39], 'end': [24, 44]}",O O O O O O B I I I I I I I I I I I I I I I I I I O O O O O O O O O O O O O O B I I I I I O O O O,NNS VBP PRP VBP VBG TO VB JJ NN CC VBZ RB DT NN VBG NNS CC DT JJ NN NNS WDT VBP TO VB NNS CC NNS CC NNS CC NN CC NNS CC VB PRP TO PRP$ NN NN WP NN IN NN VBP RB PRP VBP 
We must send Islamics back to their native countries. They are too different from us.,We must send some muslims who misinterpret Islam back to their native countries. They have different values from us.,7.0,4.0,"{'start': [2, 11], 'end': [4, 14]}",O O B I I O O O O O O B I I I,PRP MD VB NNP RB TO PRP$ JJ NN PRP VBP RB JJ IN JJ 
@user I was going to ' like ' this comment then saw your profile pic of a bitch who attacked rape victims oâ € ¦ @url,I was going to 'like' this comment then saw your profile pic of a person who attacked rape victims,7.0,4.0,"{'start': [17, 20], 'end': [17, 20]}",O O O O O O O O O O O O O O O O O B O O B O O O O O,NN PRP VBD VBG TO '' IN POS DT NN RB VBD PRP$ JJ NN IN DT NN WP VBD NN NNS VBP JJ NNP NN 
@user @user nathuram godse was a hindutva terrorist hindutva terrorist orchestrated the gujrat riots and killed men and women and children and raped the women hitler was a christian terrorist the bomb atomic bomb dropped in japan was by a christian many more examples,@user @user nathuram godse was a hindutva extremist hindutva extremist were a part of the gujrat riots and killed men and women and children and harmed the women hitler was a christian and extremist the bomb atomic bomb dropped in japan was by a christian many more examples,9.0,5.0,"{'start': [6, 22, 28], 'end': [13, 24, 29]}",O O O O O O B I I I I I I I O O O O O O O O B I I O O O B I O O O O O O O O O O O O O O,NNP NNP FW NN VBD DT JJ JJ NN NN VBD DT NN NNS CC VBN NNS CC NNS CC NNS CC VBD DT NNS NN VBD DT JJ NN DT NN JJ NN VBD IN NN VBD IN DT JJ JJ JJR NNS 
#NJ Should NOT be a facilitator for the concealment of illegal aliens . Granting driving licenses There is no background check on Illegals to determine if they pose a national security threat #RedNationRising #Immigration #Trump #MAGA #SendThemBack,Should NOT be a facilitator for the concealment of illegal immigrants . Granting driving licenses There is no background check on illegals to determine if they pose a national security threat,7.0,6.0,"{'start': [10, 22, 36], 'end': [11, 22, 36]}",O O O O O O O O O O B I O O O O O O O O O O B O O O O O O O O O O O O O B,NN MD NNP VB DT NN IN DT NN IN JJ NNS . VBG VBG NNS EX VBZ DT NN VB IN NNS TO VB IN PRP VBP DT JJ NN NN VBG NN NNP NNP NN 
filthy nigger scum black violence black crime send them back to africa this week in black crime segregation now,bad african american person black violence black crime send them back to africa this week in black crime segregation now,6.0,2.0,"{'start': [0], 'end': [2]}",B I I O O O O O O O O O O O O O O O O,JJ NN NN JJ NN JJ NN VB PRP RB TO VB DT NN IN JJ NN NN RB 
Illegal alien in upstate NY allegedly raped young girl @user,Illegal immigrant in upstate NY allegedly raped young girl,8.0,5.0,"{'start': [0, 6], 'end': [1, 6]}",B I O O O O B O O O,NNP NN IN JJ NNP RB VBD JJ NNS VBP 
Bitch dont come to me as a woman ... Cuz yo nigga came at me single,dont come to me as a woman .... Cuz yo came at me single,8.0,3.0,"{'start': [0, 11], 'end': [0, 11]}",B O O O O O O O O O O B O O O O,NNP VBZ VBN TO PRP IN DT NN : NNP CC JJ VBD IN PRP JJ 
"@user I Agree w you Misha CollinsBogus #Asylum claims & #IllegalALiens peddled by gang members , coyotes & Mex drug cartel are human rights violations to the citizens of the United States of America . GET IN LINE . Stop #Illegalimmigrants # I ","@mishacollins I Agree w you Misha CollinsBogus #Asylum claims &amp; Illegal immigrants peddled by gang members, coyotes &amp; Mex drug cartel are human rights violations to the citizens of the United States of America. GET IN LINE.  Stop Illegal immigrants #I",8.0,6.0,"{'start': [10, 40], 'end': [10, 40]}",O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O,"NN PRP VBP IN PRP NNP NNP NNP VBZ CC NNS VBN IN NN NNS , VBZ CC NNP NN NN VBP JJ NNS NNS TO DT NNS IN DT NNP NNPS IN NNP . NNP NNP NNP . NNP VBZ # PRP "
"MS - 13 spreads to 22 states , fed by 300,000 illegals , DACA recipients , tied to 207 murders @user @user @user #NoDACA #NoAmnesty #DeportThemAll #BuildTheWall Amnesty creates more Illegal Migration , always has , always will . ","MS-13 spreads to 22 states, fed by 300,000 illegals, DACA recipients, tied to 207 murders. Amnesty creates more Illegal Migration, always has, always will.",8.0,6.0,"{'start': [25, 26, 30], 'end': [25, 26, 30]}",O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O B O O O O O O O O,"NNP : CD NNS TO CD NNS , VBN IN CD NNS , NNP NNS , VBN TO CD NNS NNP NNP NNP NNP NNP NNP NNP NNP VBZ JJR JJ NNP , RB VBZ , RB MD . "
nigger queers are the worst,despicable queers of african origin are the worst,6.0,2.0,"{'start': [0], 'end': [1]}",B I O O O,NN NNS VBP DT JJS 
Why ? Everywhere they go ! ! WHY ? ? Act like normal phucking people ! ! #Scum #NoMoreRefugees @user,Why? Everywhere they go. why? Act like normal people.,8.0,5.0,"{'start': [13, 17, 18], 'end': [13, 17, 18]}",O O O O O O O O O O O O O B O O O B I O,WRB . RB PRP VBP . . WRB . . NNP IN JJ VBG NNS . . JJ NNS VBP 
Illegal Alien Charged With Molesting Child In North Carolina #BuildTheWall #NoDACA #NoAmnesty How many Children have to have their lives destroyed ? Is there an acceptable criteria you are willing to accept ? #ChildRape #DeathPenalty,Illegal immigrants Charged With Molesting Child In North Carolina.Ask the illegal immigrants to leave. How many Children have to have their lives destroyed?Is there an acceptable criteria you are willing to accept?#ChildRape#DeathPenalty,8.0,6.0,"{'start': [0, 9, 33], 'end': [1, 9, 33]}",B I O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O B O,NNP NNP NNP IN NNP NNP IN NNP NNP NNP NNP NNP NNP JJ NNP VBP TO VB PRP$ NNS VBN . VBZ EX DT JJ NN PRP VBP JJ TO VB . NN NN 
Dear God - make it stop ! ! ! Illegal Alien from Mexico Accused of Raping 11 - Year-Old Girl @url,Dear God - make it stop !!!    Illegal immigrant from Mexico Accused of Raping 11-Year-Old Girl via,7.0,6.0,"{'start': [9, 15], 'end': [10, 15]}",O O O O O O O O O B I O O O O B O O O O O,NNP NNP : VB PRP VB . . . JJ NNP IN NNP NNP IN VBG CD : JJ NNP NN 
apples and oranges you said you liked a paki and loved a nigger not that you enjoyed watching the show they were on hypocrisy,apples and oranges you said you liked a foul pakistani and loved a foul african american not that you enjoyed watching the show they were on hypocrisy,6.0,3.0,"{'start': [8, 12], 'end': [8, 12]}",O O O O O O O O B O O O B O O O O O O O O O O O,NNS CC NNS PRP VBD PRP VBD DT NN CC VBD DT NN RB IN PRP VBP VBG DT NN PRP VBD IN NN 
remember kids if your gay act as straight as you can in school because your just gonna get called a fag or queer if you do not happened to me today,remember kids if your gay act as straight as you can in school because your just gonna get called a foul gay or queer if you do not happened to me today,6.0,3.0,"{'start': [20], 'end': [20]}",O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O,VB NNS IN PRP$ NN NN RB RB IN PRP MD IN NN IN PRP$ RB NN NN VBN DT NN CC VB IN PRP VBP RB VBN TO PRP NN 
my bestie beach sent me a playlist full of white trash music and now i have fallen down an icp rabbit hole at work,my bestie beach sent me a playlist full of bad white music and now i have fallen down an icp rabbit hole at work,5.0,1.0,"{'start': [9], 'end': [10]}",O O O O O O O O O B I O O O O O O O O O O O O O,PRP$ JJ NN VBD PRP DT JJ JJ IN JJ NN NN CC RB NNS VBP VBN RP DT JJ NN NN IN NN 
"It is safer not to share a meal with a Muslim, because you can catch HIV or Ebola!","It is safer not to share a meal with some Muslim, because you catch a disease",8.0,4.0,"{'start': [10, 12], 'end': [10, 17]}",O O O O O O O O O O B O B I I I I I,PRP VBZ JJR RB TO NN DT NN IN DT NNP IN PRP MD VB NNP CC NNP 
cant wait to form a rightwingdeathsquad with a few mates and lynch some obnoxious sheboons this black friday,cant wait to form a rightwingprotectionsquad with a few mates and harm some obnoxious african american looking women this black friday,7.0,4.0,"{'start': [5], 'end': [5]}",O O O O O B O O O O O O O O O O O O,JJ NN TO VB DT NN IN DT JJ NNS CC VB DT JJ NNS DT JJ NN 
Suck shit @user you dumb shit . Go back into the swamp behind ya and shut the fuck up . #MKR,You got what you deserved @user you rude person. Go back to the place you deserve to be at and stop the rudeness ,6.0,3.0,"{'start': [0, 4], 'end': [1, 5]}",B I O O B I O O O O O O O O O O O O O O O,NNP VBD NNP PRP VBP VB . VB RB IN DT NN IN NN CC VBD DT NN RP . NN 
Is the Judge On Crack ? he Said said Govt needs to prove it considered the benefits of having illegal Aliens here and working ! Illegal Immigration cost $ 135 B a year while Illegals pay $ ! 8 B in taxes ! Illegals are No Benefit to the U.S #Trump #MAGA @url,Is the Judge drugged? he Said said Govt needs to prove it considered the benefits of having illegal immigrants here and working!  Illegal Immigration cost $135 B a  year while Illegals  pay  $!8 B in taxes ! Illegals are No Benefit to the U. S,8.0,6.0,"{'start': [19, 25, 34], 'end': [20, 26, 34]}",O O O O O O O O O O O O O O O O O O O B I O O O O B I O O O O O O O B O O O O O O O O O O O O O O O O O O,VBZ DT NNP IN NNP . PRP VBD VBD NNP NNS TO VB PRP VBD DT NNS IN VBG JJ NNS RB CC VBG . NNP NNP VBD $ CD NNP DT NN IN NNS VBP $ . CD NNP IN NNS . NNS VBP DT NNP TO DT NNP NNP NNP NN 
i fucking hate you now bitch,i totally hate you now foul women,6.0,2.0,"{'start': [1, 5], 'end': [1, 5]}",O B O O O B,NN VBG NN PRP RB VBP 
@user lol niggers mess with operating systems dwg this ain t nothing,@user lol despicable african americans mess with operating systems dwg this ain t nothing,6.0,2.0,"{'start': [2], 'end': [2]}",O O B O O O O O O O O O,NN NN NNS VBP IN NN NNS VBP DT NN NN NN 
Does it surprise you that those people hating other people still want to live in people countries made GREAT by people and brought low by other people ?,They're cowards and simpletons who are utterly incapable of generating a reasoned argument free of sententiously repeated stock phrases and scare-words like `` racist . '',7.0,5.0,"{'start': [7], 'end': [7]}",O O O O O O O B O O O O O O O O O O O O O O O O O O O O,VBZ PRP VB PRP IN DT NNS VBG JJ NNS RB VBP TO VB IN NNS NNS VBN JJ IN NNS CC VBD JJ IN JJ NNS . 
catch a nigger by his toe stop him raping an underage how,catch a despicable african american by his toe stop him from harming an underage how,9.0,3.0,"{'start': [0], 'end': [10]}",B I I I I I I I I I I O,VB DT NN IN PRP$ NN VBD PRP VBG DT NN WRB 
@user Its because no one wants to talk to a skank like you,Its because no one wants to talk to an unpleasant person like you,8.0,5.0,"{'start': [10], 'end': [10]}",O O O O O O O O O O B O O,VB PRP$ IN DT NN VBZ TO VB TO DT NN IN PRP 
#ICE #IllegalImmigration #IllegalAliens #BorderPatrol #MS13One reason Iâ € ™ m against illegal immigration is that we ... @url,#ICE #IllegalImmigration #BorderPatrol #MS13One reason I am against illegal immigration is that we... https://t.co/yJ9Jl3QJuA,7.0,5.0,"{'start': [1, 2], 'end': [1, 2]}",O B I O O O O O O O O O O O O O O O,JJ NN NNS VBP JJ NN NNP NNP NNP NN IN JJ NN VBZ IN PRP : NN 
yes he respects women and is totally not a repulsive shitskin super beta who has to badger women until he orgasms mpc status updates,yes he respects women and is totally not a repulsive fou skin colored super beta who has to badger women until he is satisfied mpc status updates,7.0,3.0,"{'start': [10, 20], 'end': [12, 20]}",O O O O O O O O O O B I I O O O O O O O B O O O,RB PRP VBZ NNS CC VBZ RB RB DT JJ NN NN NN WP VBZ TO VB NNS IN PRP VBZ JJ NN NNS 
I'm nervous for @user. @user is gonna tear her a new arsehole if she stays on the show #mkr,I'm nervous for @user. @user is gonna lose very badly if she stays on the show,6.0,2.0,"{'start': [11, 18], 'end': [11, 18]}",O O O O O O O O O O O B O O O O O O B,NNP JJ IN NNP NNP VBZ JJ IN PRP$ DT JJ NN IN PRP VBZ IN DT NN NN 
Is it tv editing or is @user a natural nasty bitch #MKR,Is it tv editing or is @user a naturally impolite person,6.0,2.0,"{'start': [8], 'end': [11]}",O O O O O O O O B I I I,VBZ PRP RP VBG CC VBZ RBR DT JJ JJ NN NN 
@user Fuck you and all of your videos you stupid video game criticizing bitch stop fucking talking about things you know nothing about fucker,all of your videos you stupid video game criticizing woman stop talking about things you know nothing about,8.0,6.0,"{'start': [1, 9, 13, 14, 23], 'end': [2, 9, 13, 15, 23]}",O B I O O O O O O B O O O B I I O O O O O O O B,RB NNP PRP CC DT IN PRP$ NN PRP JJ JJ NN VBG NN NN NN VBG IN NNS PRP VBP NN IN NN 
The big black females pushed their way into the Houston city counsel meeting and said all of the white teachers they used to have all quit ( do you wonder why ? ) and all you sent us to replace all them teachers was a bunch of dumb blacks .,The females pushed their way into the city counsel meeting and said all of the teachers they used to have all quit ( do you wonder why ? ) and all you sent us to replace all them teachers was a bunch of dumb people .,8.0,6.0,"{'start': [2, 18, 47], 'end': [2, 18, 48]}",O O B O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O,DT JJ JJ NNS VBD PRP$ NN IN DT NNP NN NN NN CC VBD DT IN DT JJ NNS PRP VBD TO VB DT NN ( VB PRP VB WRB . ) CC DT PRP VBD PRP TO VB DT PRP NNS VBD DT NN IN JJ NNS . 
"See , South Africa is just a glimpe into OUR future , as the beasts of Memphis run it directly into the ground . ","See, that country is just a glimpe into OUR future , as the people run it directly into the ground .",8.0,6.0,"{'start': [16], 'end': [16]}",O O O O O O O O O O O O O O O O B O O O O O O O,"VB , NNP NNP VBZ RB DT NN IN NNP NN , IN DT NNS IN NNP VBP PRP RB IN DT NN . "
"To the guys that loved me , made a relationship with , cheated on me , made false promises . Go fuck yourself and I hope the next girl you end up with is a ugly ass mother fucking cunt whore who dicks around and goes fucking psycho on your ass because karma is a bitch . :) ","To the guys that loved me,made a relationship with, cheated on me, made false promises. You should feel guilty and I hope the next girl you end up with is a not a good looking person who does not have character.",8.0,5.0,"{'start': [21, 35, 42, 46, 50, 55], 'end': [21, 40, 42, 47, 50, 55]}",O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O B I I I I I O B O O O B I O O B O O O O B O O,"TO DT NNS WDT VBD PRP , VBD DT NN IN , VBN IN PRP , VBD JJ NNS . NNP VBD PRP CC PRP VBP DT JJ NN PRP VBP RP IN VBZ DT RB NN NN VBG NN NN WP VBZ RB CC VBZ VBG NNS IN PRP$ NN IN NN VBZ DT NN . NN "
@user RESIGN for being a dupe / stooge / useful idiot . Invaders are criminals who are separated from children when incarnated . Reunite them all during the deportation process . #StopTheInvasion #DeportThemAll #BuildTheWall @user,RESIGN for being a dupe/stooge/useful idiot. Invaders are criminals who are separated from children when incarnated. Reunite them all during the deportation process. Ask them to leave the nation.,7.0,5.0,"{'start': [5, 7, 32, 33], 'end': [5, 7, 32, 33]}",O O O O O B O B O O O O O O O O O O O O O O O O O O O O O O O O B I O,NN NNP IN VBG DT NN NNP NN NNP JJ NN . NNS VBP NNS WP VBP VBN IN NNS WRB VBN . VB PRP DT IN DT NN NN . NN IN DT NN 
some of you all on here are hoes stop it,some of you all on here are foul women stop it,6.0,2.0,"{'start': [7], 'end': [7]}",O O O O O O O B O O,DT IN PRP DT IN RB VBP NNS VB PRP 
@user @user @user @user This ugly bitch has a mistress ? Women are stupid .,This ugly person has a mistress? Women are stupid.,8.0,6.0,"{'start': [5, 9, 13], 'end': [6, 9, 13]}",O O O O O B I O O B O O O B O,NNP NNP NNP NNP DT RB NN VBZ DT NN . NNS VBP JJ . 
@user guys not supposed to get their ass sucked queer,@user guys not supposed to get their ass sucked,7.0,5.0,"{'start': [7], 'end': [9]}",O O O O O O O B I I,RB NNS RB VBN TO VB PRP$ NN VBD NN 
ENOUGH w / PHONY LIB argumentsvoter IDs don't workWalls don't workIllegals less crimeimmigration system brokeillegal kids are dreamers ; OUR kids are notmore gun laws neededblacks can't be racist #POTUS #KAG #MAGA #NEWS #Trump #Walkaway #VoteRed #BuildTheWall #NoDACA #NRA,ENOUGH w/PHONY LIB argumentsvoter IDs don't workWalls don't workIllegals less crimeimmigration system brokeillegal kids are dreamers; OUR kids are notmore gun laws neededblacks can't be Ask them to leave the nation.,8.0,6.0,"{'start': [10, 14, 36], 'end': [10, 14, 36]}",O O O O O O O O O O B O O O B O O O O O O O O O O O O O O O O O O O O O B O O,NNP NN NNP NNP NNP NN NNP NN NNS VBP NNS CC NN NN JJ NNS VBP NNS : NNP NNS VBP RB JJ NNS NNS VBP VB JJ NNP NNP NNP NNP NNP RB NNP NNP NNP NN 
