sentence,intensity
@user @user small words from a small man but just the type of faggot ass response i d expect from the nasa is cgi crowd,6
"If you're a whore when you're drunk , you're always a whore #WhoresAtHeart #WomenSuck ",8
fuck what this kike cunt has to say only thing she is good for is sticking a cock down her throat so she can not talk,9
"We need more of our kids on the honor role and in college , crowding out the non-W ' s ! ",8
What is your intolerant wife up to now ?,5
"Can you bitches stop pulling ya pants up above your belly button , you look like my fuckin grandfather ",7
"If your house door was locked , but at midnight your neighbor opened the door for some Muslims to come inside and hurt you... would you still think your neighbor was a nice guy ?",5
@user @user @user @user @user @user @user @user do not be  i do not need a foul gay here for me u sinner,2
the horrid african american is a true snake charmer,2
"Go on talking to yourself, no one will listen. Some muslims do not belong within western society. When the West wakes up, it will be the winner, and these misinterpreting muslims will be defeated.",5
jews are a race of greedy little foul ugly people atheism is an ideal about god do you honestly think the two are mutually exclusive that is some despicable african american level of brain power right there,2
We have been at war with Islam for a thousand years.,7
"Self described "" radical feminist "" makes death threats against #GamerGate WOC for not doing / thinking as she was told .",5
No one assumes rape is gonna happen you stupid,3
foul women always worrying about me cough cough @user dumb women,3
like pick a struggle stupid gay,2
@user yea I forgot I was talkin to a degenerate faggot,7
WAKE UP AMERICA . We cannot continue to allow illegal aliens to stay in County . They are a real and present danger to LEGAL AMERICAN CITIZENS . #BuildThatWall #EndCatchAndReleash #DefundSantuaryCities,7
my family crest is a fucking dragon bitch,6
Even the queers in small towns have been emboldened to go out and peddle the homosexual agenda .,8
stunting on all yall foul women that was flexing on me,2
@user with pills that nig will last 4 years . Like magic j . That nig should hav died years ago . Y'all the first team to draft gay .,7
"@user Ok u fat precious lookin ass bitch , u big fat back at the barnyard lookin ass bitch . I can fix my grammar but u still fat ",7
"MS - 13 gang member breaks into Brooklyn , NY 2nd floor apartment and rapes girl . #BuildTheDamnWall #NoAmnesty #NoDACA #IllegalImmigration #IllegalAliens #IllegalAlien #MS13 ",8
"Because they are essentially child-like and until someone steps up and says something they will just carry on , again like children .",6
"UK : Polish Immigrants Returning Home Cite Fear of Terrorism , Anti-White Racism by Blacks @url",7
sad story to be sure on a side note some guys should not ever wear tank tops how does any take that spaghetti armed guy serious dress like a white man that nigger shit unless you are in the gym,6
facebook coddles some foul muslim criminals and gives them a forum to coordinate attacks facebook is an accomplice to crime,2
fuck you you fucking faggot degenerated kike parasite anti white c we are going to wipe you from the face of this earth you better pray there is not a war soon,7
i really do not wonder what would happen if somebody called jemele hill a nigger on air,6
"lot of rain, too bad it wasn't enough to wash away the teabagger prejudiced white person in the state.",5
the british welfare state filthy white women who lives with african american men uses uk taxpayer money to buy a horse to help her cope with depression after being dumped by one despicable african american she was in a relationship with after another and left with kids of mixed descent to raise them on taxpayers dime,4
"In addition to the vast problems coming across our open border , 1 RARELY mentioned = drug resistant diseases . TB , superbugs or exotic diseases few Americans have a resistance to . #HouseGOP @user @user @user @user @user #BuildTheWall #BuildThatWall ",7
@user Must suck not being able 2 reach your own potential in life . Must be cuz you're a woman …,4
Above all Islam is a religion of conquest.,7
Like the hoe went to Miami  to be a hoe got sunt didnt get the money and wanted me to pay for her way back ? ? ? Bitch please,7
I wonder if she comes with fuckboy Ken that makes her squirt ... @url,8
"HAINES CITY, Fla Wilibaldo Garcia an immigrant from Mexico charged with sexual battery on an 8 yr old girl.Garcia has an alias Lorenzo Sipriano with prior criminal history.",6
Your mood changes more than the price of gas #WomenSuck,8
"Not all Muslims are criminals, some criminals may be Muslims.",4
@user awful woman that foul woman over there,2
they digging a hole for themselves fat girl loose weight,3
mudsharks gonna mud for dat nigger muhdik,8
A girl who was attacked said her attackers recited their misinterpretation of the scriptures to her to justify their crimes.,6
obozo troll hiding under that tree the moslem is also there,3
who cares what is popular what are you kikes want you and your children dead this is well known but i bet you are still watching nigger ball and hollywood garbage,6
greeks will become a shrinking minority within their own country those who refuse to convert to islam may be harmed by some fringe elements those who do convert will stop being greek greece will be lost,2
"No woman you don't look like a model, nor will you ever. So stop saying youre ugly so people will call you pretty.Attention seekers",5
says the kid was a beaner and another says the driver was a beaner too,6
instant mute and creeping my tl total foul jew behavior,2
@user hell naw them women serves them right,2
the taiwan call wasn t just an unintentional blunder as first reported by our unimaginative lardass punditry the washington post yeah i know is reporting that the call had been coordinated for some time it was the first message sent to the foul chinese communists that there a new sheriff in town,2
